Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,timeBased,perside
2252,HM High Knees,The HM High Knees is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2253,HM In-And-Out Squat,The HM In-And-Out Squat is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2254,HM In-And-Out Squat Jump,The HM In-And-Out Squat Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2255,HM Jumping Jack,The HM Jumping Jack is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2256,HM Jumping Knee-Up,The HM Jumping Knee-Up is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2257,HM Jumping Rope,The HM Jumping Rope is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2258,HM Right Calf-Spike Sumo Pulse,The HM Right Calf-Spike Sumo Pulse is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2259,HM Reverse Lunge with Kick,The HM Reverse Lunge with Kick is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2260,HM Left Knee-Up,The HM Left Knee-Up is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2261,HM Left-Leg Lunge And Kick-Out,The HM Left-Leg Lunge And Kick-Out is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2262,HM Mountain Pose,The HM Mountain Pose is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2263,HM Butt Kickers,The HM Butt Kickers is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2264,HM Right-Leg Lunge And Kick-Out,The HM Right-Leg Lunge And Kick-Out is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2265,HM Sumo Get-Up,The HM Sumo Get-Up is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2266,AM Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2267,AM Bodyweight Squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2268,High knees sprawl drill,"The high knees sprawl drill is a full-body, cardio and strength-focused exercise. It can be performed for reps or time in a fast-paced circuit or other workout.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2269,UP Bulgarian Split Squat,"The dumbbell Bulgaria split squat is a single-leg exercise targeting the quads, glutes, and hamstrings.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2270,UN Forward Lunge,The UN Forward Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2271,UN Front Foot Elevated Split Squat,The UN Front Foot Elevated Split Squat is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2272,UNS Half-Kneeling Hip Flexor Stretch,The UNS Half-Kneeling Hip Flexor Stretch is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2273,UNS Low Depth Jump,The UNS Low Depth Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2274,UNS Forward-To-Reverse Lunge,The UNS Forward-To-Reverse Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2275,Holman Towel Squat Thrust,The Holman Towel Squat Thrust is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2276,Holman Towel Alternating Prisoner Squat,The Holman Towel Alternating Prisoner Squat is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2277,Holman Towel Alternating Lateral Lunge,The Holman Towel Alternating Lateral Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2278,Holman Squat Pull-Through Jump,The Holman Squat Pull-Through Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2279,Holman 180 Jump,The Holman 180 Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2280,Holman Foot-Elevated Knee-Up to Squat,The Holman Foot-Elevated Knee-Up to Squat is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2281,Holman Feet-Elevated Squat Thrust,The Holman Feet-Elevated Squat Thrust is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2282,Holman Hands-Elevated Lunge Jump,The Holman Hands-Elevated Lunge Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2283,Holman Hands-Elevated Jack to Split Jump,The Holman Hands-Elevated Jack to Split Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2284,Holman Hands-Elevated Wide Squat Thrust,The Holman Hands-Elevated Wide Squat Thrust is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2285,Holman Hands-Elevated Squat Thrust to Split Jack,The Holman Hands-Elevated Squat Thrust to Split Jack is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2286,Holman Squat Jump,The Holman Squat Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2287,Holman Squat Pulse,The Holman Squat Pulse is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2288,Holman Jump-Out Push-Up,The Holman Jump-Out Push-Up is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2289,Holman Alternating Forward Lunge,The Holman Alternating Forward Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2290,Holman Burpee to Jump,The Holman Burpee to Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2291,Holman Pilates Single-Leg Stretch,The Holman Pilates Single-Leg Stretch is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2292,Holman Alternating Reverse Prisoner Lunge,The Holman Alternating Reverse Prisoner Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2293,Holman Narrow-Wide Squat Jump to 180 Jump,The Holman Narrow-Wide Squat Jump to 180 Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2294,Holman 180 Jump to Lunge,The Holman 180 Jump to Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2295,Holman Imaginary Jump Rope,The Holman Imaginary Jump Rope is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2296,Holman Fast Feet with Hands Up,The Holman Fast Feet with Hands Up is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2297,Holman Hands-Elevated Alternating Lunge Jump,The Holman Hands-Elevated Alternating Lunge Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2298,Holman Right Split Lunge,The Holman Right Split Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2299,Holman Left Split Lunge,The Holman Left Split Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2300,Holman Plyometric Jump,The Holman Plyometric Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2301,Holman Quad Touch Jump,The Holman Quad Touch Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2302,Holman Skate,The Holman Skate is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2303,Holman Lunge Jump,The Holman Lunge Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2304,Holman Flying Squat Thrust,The Holman Flying Squat Thrust is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2305,Holman 90-Degree Jump,The Holman 90-Degree Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2306,Holman Half Jack to 180 Jump,The Holman Half Jack to 180 Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2307,Holman Quick Feet to Quad Touch Jump,The Holman Quick Feet to Quad Touch Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2308,Holman Squat Thrust to Push-Up to Super Woman,The Holman Squat Thrust to Push-Up to Super Woman is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2309,Holman Plyometric Jump to 180 Jump,The Holman Plyometric Jump to 180 Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2310,Holman Standing Heel Click to Hands Down Heel Click,The Holman Standing Heel Click to Hands Down Heel Click is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2311,Holman Burpee to 180 Jump,The Holman Burpee to 180 Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2312,Holman Traveling Low Jack to Belly Touch,The Holman Traveling Low Jack to Belly Touch is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2313,Holman Flying Squat Thrust to Shoulder Tap,The Holman Flying Squat Thrust to Shoulder Tap is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2314,Holman Squat Jump to Alternating Side Lunge Jump,The Holman Squat Jump to Alternating Side Lunge Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2315,Holman Low Squat with Low Diagonal Dumbbell Punch,The Holman Low Squat with Low Diagonal Dumbbell Punch is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2316,Holman Right Leg Hop to Right Reverse Lunge,The Holman Right Leg Hop to Right Reverse Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2317,Holman Left Leg Hop to Left Reverse Lunge,The Holman Left Leg Hop to Left Reverse Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2318,Holman Burpee to Open Stance,The Holman Burpee to Open Stance is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2319,Holman Diagonal Squat Thrust to Renegade Forward Punch,The Holman Diagonal Squat Thrust to Renegade Forward Punch is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2320,Holman Bear Crawl,The Holman Bear Crawl is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2321,Holman Bear Crawl to Donkey Kick,The Holman Bear Crawl to Donkey Kick is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2322,Holman Bear Crawl to Froggy Push-Up,The Holman Bear Crawl to Froggy Push-Up is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2323,Holman Bear Crawl to Shoulder Tap,The Holman Bear Crawl to Shoulder Tap is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2324,Holman Burpee to Tuck Jump,The Holman Burpee to Tuck Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2325,Holman Burpee to Flying Squat Thrust to Tuck Jump,The Holman Burpee to Flying Squat Thrust to Tuck Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2326,Holman Forward Lunge to Reverse Lunge,The Holman Forward Lunge to Reverse Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2327,Holman Renegade Lunge Jump,The Holman Renegade Lunge Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2328,Holman Squat Jump to Lunge Jump,The Holman Squat Jump to Lunge Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2329,Holman Prisoner Reverse Lunge,The Holman Prisoner Reverse Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2330,Holman Wide-to-Narrow Squat Jump,The Holman Wide-to-Narrow Squat Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2331,Holman Donkey Run,The Holman Donkey Run is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2332,Holman Weighted Wide-to-Narrow Squat Jump,The Holman Weighted Wide-to-Narrow Squat Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2333,Holman Wide-to-Narrow Donkey Kick,The Holman Wide-to-Narrow Donkey Kick is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2334,Holman Mule Kick,The Holman Mule Kick is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2335,Holman Goal Post to Squat,The Holman Goal Post to Squat is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2336,Holman Frogger Squat to Heel Click,The Holman Frogger Squat to Heel Click is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2337,Holman Stair Sprint,The Holman Stair Sprint is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2338,Holman Stair Bear Crawl,The Holman Stair Bear Crawl is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2339,Holman Burpee to Flying Squat Thrust,The Holman Burpee to Flying Squat Thrust is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2340,Holman Flying Squat Thrust to Push-Up,The Holman Flying Squat Thrust to Push-Up is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2341,Holman Foot-Elevated Step-To-Lunge,The Holman Foot-Elevated Step-To-Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2342,Holman Split Lunge,The Holman Split Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2343,Holman Stair Climb,The Holman Stair Climb is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2344,Holman Burpee to Flying Jack,The Holman Burpee to Flying Jack is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2345,Holman Right Reverse Lunge,The Holman Right Reverse Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2346,Holman Left Reverse Lunge,The Holman Left Reverse Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2347,Holman Squat Tap to Hop,The Holman Squat Tap to Hop is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2348,Holman Squat Tap to Jump-Forward-Jump-Back,The Holman Squat Tap to Jump-Forward-Jump-Back is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2349,Holman Squat Hip Drive,The Holman Squat Hip Drive is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2350,Holman Alternating Double Lunge Hop,The Holman Alternating Double Lunge Hop is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2351,Holman Right Reverse Lunge to Front Kick,The Holman Right Reverse Lunge to Front Kick is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2352,Holman Right Leg Forward Lunge Hop,The Holman Right Leg Forward Lunge Hop is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2353,Holman Right Squat Thrust,The Holman Right Squat Thrust is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2354,Holman Left Reverse Lunge to Front Kick,The Holman Left Reverse Lunge to Front Kick is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2355,Holman Left Leg Forward Lunge Hop,The Holman Left Leg Forward Lunge Hop is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2356,Holman Left Side Diagonal Burpee,The Holman Left Side Diagonal Burpee is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2357,Holman Left Squat Thrust,The Holman Left Squat Thrust is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2358,Holman Wide Squat Thrust,The Holman Wide Squat Thrust is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2359,Holman Alternating Single-Leg Hop to Squat to 180 Jump,The Holman Alternating Single-Leg Hop to Squat to 180 Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2360,Holman Right Lunge Hop to Chest Press,The Holman Right Lunge Hop to Chest Press is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2361,Holman Left Lunge Hop to Overhead Press,The Holman Left Lunge Hop to Overhead Press is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2362,Holman 180 Jump Hop Forward Hop Back,The Holman 180 Jump Hop Forward Hop Back is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2363,Holman Right Split Squat,The Holman Right Split Squat is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2364,Holman Left Split Squat,The Holman Left Split Squat is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2365,Holman Double Squat Pulse to 180 Jump,The Holman Double Squat Pulse to 180 Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2366,Holman Towel Left Side Squat,The Holman Towel Left Side Squat is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2367,Holman Alternating Lunge Jump,The Holman Alternating Lunge Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2368,Holman Lunge Jump to Squat Jump,The Holman Lunge Jump to Squat Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2369,Holman Burpee with Belly Touch,The Holman Burpee with Belly Touch is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2370,Bootstrapper squat,"The bootstrapper squat is a movement that improves mobility, muscular strength, and flexibility in the hips and hamstrings. It is usually performed as part of a dynamic warm-up for the lower body to mobilize the hips and improve squat form.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2371,Total Fitness Broad Jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2372,Total Fitness Lateral Lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,True,True
2373,Lateral shuffle,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2374,Total Fitness Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2375,Total Fitness Spider Lunge,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2376,Spider lunge stretch,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
